X,Y,OBJECTID,Stop_Code,Stop_ID,Stop_Name,Street,Cross_Street,Position,Stop_Lat,Stop_Lon,Downtown,Council_District,Sign_Crew,Road_Maint,GoRaleigh,GoTriangle,Wolfline,Wake_Forest,GoDurham,GoCary,Shelter,Shelter_Type,Shelter_Count,Bench,Bench_Type,Bench_Count,Trash_Can,Trash_Can_Type,Trash_Can_Count,Landing_Pad,Amenity_Pad,Pad_Size,Bike_Rack,Lighting,Lighting_Type,Real_Time,USB_Charging,Sidewalk,Crosswalk,Ped_Signal,Curb_Ramp,ADA_Compliant,Bike_Lane,Greenway,Art,Project,Project_Type,Project_Status,Project_Target,R1,R2,R2L,R3,R4,R5,R6,R7,R7L,R8,R8L,R9,R10,R11,R11L,R12,R13,R14,R15,R15L,R16,R18,R18S,R19,R20,R21,R22,R23,R23L,R24,R24L,R25,R25L,R26,R27,R28,R29,R31,R32,R33,R34,R36,R40X,R55X,R70X,R401X,R_Line,WRX,WFL,FRX,ZWX,Boardings,Alightings,Facility_ID,CreationDate,Creator,EditDate,Editor,Project_Lead,Sign_Type,Bus_Zone,Project_Complete,Ridership_Updated,Landscaping,GlobalID,R17,EmergencyPhone,Adoptable,Adoption_Status
-8750531.1786,4266140.043,245,8299,8299,Atkins Dr at Rock Quarry Rd,Atkins Dr,Rock Quarry Rd,Near,35.7490083651645,-78.6073590190079,No,C,D,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,Yes,Pole Mounted,1,No,No,,No,,,No,No,No,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,4,8299,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,f3cd43f7-57b6-4e90-ac40-46689f6c558c,No,,No,Available
-8751043.3574,4266344.6424,246,8300,8300,Sanderford Rd at Rock Quarry Rd,Sanderford Rd,Rock Quarry Rd,Far,35.7505000003885,-78.6119599994503,No,C,D,NCDOT,Yes,No,No,No,No,No,Yes,Slim,1,Yes,Improved,1,Yes,Concrete Mounted,1,Yes,Yes,,No,Good,Shelter/Solar,No,No,Yes,Yes,No,Yes,Yes,No,No,No,,,Complete,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5,6,8300,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,8fd763d8-6dbc-44c2-90e5-e77f930bf794,No,,Yes,Adopted
-8751265.9311,4265641.5867,247,8301,8301,Sanderford Rd at Altama Cir,Sanderford Rd,Altama Cir,Near,35.7453742447586,-78.6139594130158,No,C,D,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,Yes,Pole Mounted,1,No,No,,No,Good,Street,No,No,Yes,No,No,Yes,No,No,No,No,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,4,8301,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Compliant,77ae3a0d-4a0a-4068-b2c5-28a144ba11c1,No,,No,Available
-8751107.7815,4264759.3286,248,8304,8304,Idlewood Village Dr at Sanderford Rd,Idlewood Village Dr,Sanderford Rd,Far,35.7389737727434,-78.6125301107538,No,C,D,Municipal,Yes,No,No,No,No,No,Yes,Full,1,Yes,Improved,1,Yes,Concrete Mounted,1,Yes,Yes,,No,Good,Shelter/Solar,No,No,Yes,No,No,Yes,Yes,No,No,No,,,Complete,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,35,47,8304,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Compliant,b461a8a0-93f2-41f0-9213-268c5c4aab0f,No,,Yes,Adopted
-8751309.2998,4264722.2288,249,8306,8306,Snowberry Dr at Oak Hill Ct,Snowberry Dr,Oak Hill Ct,Near,35.738671000121,-78.6143490006765,No,C,D,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,Yes,Pole Mounted,1,No,No,,No,Some,Street,No,No,Yes,No,No,Yes,No,No,No,No,,Shelter,Planned,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,13,12,8306,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Compliant,a3e1ce62-130a-4fde-95f7-64b4b7444117,No,,No,Available
-8751441.4551,4264936.1292,250,8307,8307,Savannah Dr at Quince Dr,Savannah Dr,Quince Dr,Near,35.7402306462055,-78.6155361719351,No,C,D,Municipal,Yes,No,No,No,No,No,No,,0,Yes,Unimproved,1,Yes,Pole Mounted,1,No,No,,No,Good,Street,No,No,Yes,No,No,Yes,No,No,No,No,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5,3,8307,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Compliant,9b646a52-240e-4758-979e-eab2a62757bc,No,,No,Available
-8751671.7653,4264940.5436,251,8308,8308,Savannah Dr at Daytona Dr,Savannah Dr,Daytona Dr,Near,35.7402628337928,-78.6176050836626,No,C,D,Municipal,Yes,No,No,No,No,No,No,,0,Yes,Unimproved,1,Yes,Pole Mounted,1,No,No,,No,Good,Street,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,2,8308,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Compliant,53cb05a3-17f1-4f1c-b049-b4019e766e2b,No,,No,Available
-8751885.4136,4265137.2916,252,8309,8309,Sylvester St at Seabrook Rd,Sylvester St,Seabrook Rd,Near,35.7416500003359,-78.6194699996672,No,C,D,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Some,Street,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7,5,8309,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Compliant,c5e9bcea-b67e-48cf-9358-a8cef4f0e446,No,,No,Available
-8752322.4523,4265511.8691,253,8310,8310,Cross Link Rd at Crown Crossing Ln,Cross Link Rd,Crown Crossing Ln,Far,35.7451279596469,-78.6232754886879,No,C,D,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,Yes,Pole Mounted,1,Yes,Yes,,No,Good,Street,No,No,Yes,Yes,No,Yes,No,No,No,No,,Shelter,Planned,,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,5,8310,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,ES,CAT,No,,2022/01/20 05:00:00+00,Compliant,7da56374-2fbd-4787-a65a-ca41fccaabaa,No,,No,Available
-8752322.1155,4265960.8634,254,8311,8311,Dandridge Dr at Elkhart Dr,Dandridge Dr,Elkhart Dr,Inside,35.7477020304115,-78.6234472789095,No,C,D,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,Yes,Pole Mounted,1,No,No,,No,Good,Street,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,2,8311,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Compliant,b9d0a22f-53fc-40f3-8cd9-65b744a30913,No,,No,Available
-8752238.2949,4266194.7468,255,8312,8312,Dandridge Dr at Newcombe Rd,Dandridge Dr,Newcombe Rd,Far,35.7494566157803,-78.6226367011809,No,C,D,Municipal,Yes,No,No,No,No,No,No,,1,Yes,Improved,1,Yes,Concrete Mounted,1,Yes,Yes,,No,Some,Street,No,No,Yes,No,No,Yes,No,No,No,No,WTP Site 28,Shelter,Complete,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,14,19,8312,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,CAT,No,,2022/01/20 05:00:00+00,Compliant,f78a8215-99e4-4b7a-884d-dc4596c2e009,No,,Yes,Available
-8751218.0391,4266872.7867,256,8314,8314,Cross Link Rd at Merrick St,Cross Link Rd,Merrick St,Near,35.7540349265837,-78.6142147591354,No,C,D,Municipal,Yes,No,No,No,No,No,Yes,Slim,1,Yes,Improved,1,Yes,Concrete Mounted,1,Yes,Yes,,No,Good,Street,No,No,Yes,No,No,Yes,No,Yes,No,No,Development,Shelter,Complete,,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,21,28,8314,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,DS,CAT,No,,2022/01/20 05:00:00+00,Compliant,0ef7f999-5e6f-41c4-b271-f9c98e96d2e3,No,,Yes,Available
-8751075.9222,4266998.3667,257,8315,8315,Rock Quarry Rd at Proctor St,Rock Quarry Rd,Proctor St,Far,35.7551400004521,-78.6122700008683,No,C,D,NCDOT,Yes,No,No,No,No,No,Yes,Other,1,Yes,Improved,1,Yes,Concrete Mounted,1,Yes,No,,Yes,Good,Street,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,WTP Cross Link / Rock Quarry ETS,Enhanced,Design,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,55,14,8315,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,CAT,No,,2022/01/20 05:00:00+00,Compliant,e59d1324-0a38-4d34-9b4d-9eed4ee7213d,Yes,,Yes,Adopted
-8751231.3038,4267804.1096,258,8316,8316,Rock Quarry Rd Opposite Watson's Flea Market,,k Quarry Rd Opposite Watson's Flea Market,Far,35.7611394579539,-78.6136483506875,No,C,D,NCDOT,Yes,No,No,No,No,No,Yes,Full,1,Yes,Improved,1,Yes,Concrete Mounted,1,Yes,Yes,,No,Some,Street,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Rock Quarry Road Project,Shelter,Complete,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,16,8,8316,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,ES,CAT,No,,2022/01/20 05:00:00+00,Compliant,5ff7b93d-349d-463d-9391-b78b61ef9301,Yes,,Yes,Adopted
-8751708.9537,4268928.7008,259,8318,8318,Rock Quarry Rd at Merrywood Dr,Rock Quarry Rd,Merrywood Dr,Near,35.769312543582,-78.6179103752136,No,C,D,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,Yes,Pole Mounted,1,Yes,Yes,,No,Good,Street,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,WTP MLK / Rock Quarry ETS,Shelter,Design,Fall 2021,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,19,18,8318,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,CAT,No,,2022/01/20 05:00:00+00,Compliant,9a37dc3d-4185-48f7-960d-126a2ba7a470,Yes,,No,Available
-8752036.1921,4269189.5546,260,8319,8319,Rock Quarry Rd at Cumberland St,Rock Quarry Rd,Cumberland St,Near,35.7712379801749,-78.6208787853065,No,C,D,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,None,,No,No,Yes,No,No,Yes,No,Yes,No,No,WTP,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7,5,8319,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Compliant,9885471a-50ea-41bb-8c10-de29f6d47953,Yes,,No,Available
-8752136.3891,4269360.5009,261,8320,8320,E Lenoir St at Rock Quarry St,E Lenoir St,Rock Quarry St,Near,35.7724606044451,-78.6218097839956,No,C,D,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Good,Street,No,No,Yes,Yes,Yes,Yes,No,No,No,No,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5,11,8320,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Compliant,723c78be-2fda-4d62-b539-e0eebf1579e1,No,,No,Available
-8753202.5971,4269402.126,262,8323,8323,E Lenoir St at Chavis Way,E Lenoir St,Chavis Way,Near,35.7727873017362,-78.6313567796962,No,C,D,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,Yes,Pole Mounted,1,No,No,,No,Good,Street,No,No,Yes,Yes,No,Yes,No,No,Yes,No,,,,,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,2,8323,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Compliant,df7733ce-e1e6-4f62-82ee-a3805a06bbc2,No,,No,Available
-8758731.3685,4278448.2651,263,8324,8324,Crabtree Valley Ave at Edwards Mill Rd,Crabtree Valley Ave,Edwards Mill Rd,Near,35.8386918895491,-78.6810225782064,No,E,A,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Some,Building,No,No,No,Yes,No,No,No,No,Yes,No,WTP,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,0,20,8324,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Compliant,afecdce8-e47a-4884-9b94-2af8a6de63b0,No,,No,Available
-8758819.1814,4279132.4094,264,8325,8325,Glenwood Ave at Creedmoor Rd,Glenwood Ave,Creedmoor Rd, ,35.8436739182098,-78.6818114149086,No,E,A,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Good,Street,No,No,No,No,No,No,No,No,Yes,No,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,2,8325,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Non-compliant,a15d840b-b23c-4df5-a713-f6e8d793b614,No,,No,Available
-8762003.2174,4280414.5387,265,8328,8328,Deep Hollow Dr at Duraleigh Rd,Deep Hollow Dr,Duraleigh Rd, ,35.8530097094634,-78.7104140969484,No,E,A,Municipal,Yes,No,No,No,No,No,No,,0,Yes,Unimproved,1,Yes,Pole Mounted,1,No,No,,No,None,,No,No,Yes,No,No,Yes,No,No,No,No,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,4,3,8328,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Compliant,d6a34b4e-ac59-4abd-84fe-db764927f8cc,No,,No,Available
-8748678.3116,4271010.3989,266,8330,8330,New Bern Ave at Luther Rd,New Bern Ave,Luther Rd,Far,35.7845081824792,-78.5907144315525,No,C,D,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Some,Street,No,No,Yes,No,No,Yes,No,No,Yes,No,,Shelter,Planned,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,5,8330,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,ES,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,8a5a4716-11fd-4058-9603-90f694aeaa4a,No,,No,Available
-8762749.7098,4282903.1774,267,8331,8331,Grove Barton Rd at Lynn Rd,Grove Barton Rd,Lynn Rd,Near,35.8711686504257,-78.7172204414133,No,E,A,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Good,Street,No,No,Yes,No,No,Yes,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,2,2,8331,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Compliant,e12f383d-e69a-4306-9e5c-0ef87d03d71b,No,,No,Available
-8758478.9949,4269979.4758,268,8332,8332,Avent Ferry Rd at Centennial,Avent Ferry Rd,Centennial,Near,35.777386000008,-78.6783889998644,No,D,C,NCDOT,Yes,No,Yes,No,No,No,Yes,Full,1,Yes,Improved,0,Yes,Concrete Mounted,1,Yes,Yes,,No,,,No,No,Yes,Yes,Yes,Yes,No,,No,No,WTP Site 84,Shelter,Complete,,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,19,18,8332,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,CAT,No,,2022/01/20 05:00:00+00,,09758fed-97f1-4343-a3aa-6fb58fd094a5,No,,Yes,Available
-8762822.9082,4282925.7699,269,8333,8333,Grove Barton Rd at Lynn Rd,Grove Barton Rd,Lynn Rd,Far,35.8712919892589,-78.7177775046873,No,E,A,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Some,Street,No,No,Yes,No,No,Yes,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,2,2,8333,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Compliant,b1eafaa4-ea6f-4e83-9ad2-fd6750c1e558,No,,No,Available
-8747870.649,4270165.8271,270,8335,8335,Sunnybrook Rd at Kidd Rd,Sunnybrook Rd,Kidd Rd, ,35.7787540003857,-78.5834150000315,No,C,D,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,WTP,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,2,8335,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,701b5952-b3b9-4bc0-8822-c08598e54312,No,,No,Available
-8752200.775,4270393.1436,271,8337,8337,N Tarboro Rd at E Edenton St,N Tarboro Rd,E Edenton St, ,35.7800099113247,-78.6223572586522,No,C,D,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Some,Street,No,No,Yes,Yes,Yes,Yes,No,No,No,No,WTP,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,5,8,8337,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,2b9b317a-c7c1-4b86-9863-f51fa8481408,No,,No,Available
-8751458.5931,4270153.7813,272,8338,8338,Poole Rd at S Fisher St,Poole Rd,S Fisher St,Far,35.7782654812232,-78.6156901252085,No,C,D,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Some,Street,No,No,Yes,Yes,Yes,Yes,No,N,No,No,WTP,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,4,8338,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,6d3f798e-f347-47b7-954d-9fe9df92736f,No,,No,Available
-8761064.2006,4280764.0834,273,8340,8340,Glenwood Ave at Munford Rd,Glenwood Ave,Munford Rd,Near,35.8555547194661,-78.7019787655136,No,E,A,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Good,Street,No,No,Yes,No,No,Yes,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1,3,8340,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Compliant,066b17cc-b93a-41f3-89a6-d25f64013766,No,,No,Available
-8754370.5616,4269937.4496,274,8343,8343,McDowell St at Martin St,McDowell St,Martin St,Near,35.7766888611379,-78.6418487833128,Yes,C,E,NCDOT,Yes,Yes,No,No,No,No,No,,0,No,,0,No,,0,Yes,No,,Yes,Good,Street,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,,,,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6,38,8343,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,67c74fe7-679b-47a2-a3e6-e70e3c181882,No,,No,Available
-8751710.5272,4272205.8892,275,8344,8344,Bennett St at Glascock St,Bennett St,Glascock St,Near,35.7932196379323,-78.6179532877348,No,C,D,Municipal,Yes,No,No,No,No,No,No,,0,Yes,Improved,1,No,,0,Yes,No,,No,,,No,No,No,No,No,No,Yes,,No,No,Site 23,Bench,Complete,,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,1,8344,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:05:58.485+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,,No,,2022/01/20 05:00:00+00,,cfe97f52-d2ea-4d98-93ee-412294f7b868,No,,No,Available
